travelCode,userCode,name,place,days,price,total,date,price_per_day,year,month,stay_category,hotel_popularity,place_popularity,user_avg_spend
795,7,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-03-19,60.39,2020,3,short,4333,4333,468.80428571428575
803,7,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-05-14,60.39,2020,5,medium,4333,4333,468.80428571428575
805,7,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-05-28,208.04,2020,5,short,4205,4205,468.80428571428575
806,7,Hotel AU,Recife (PE),3,312.83,938.49,2020-06-04,312.83,2020,6,medium,4467,4467,468.80428571428575
808,7,Hotel BD,Natal (RN),3,242.88,728.64,2020-06-18,242.88,2020,6,medium,4829,4829,468.80428571428575
809,7,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-06-25,247.62,2020,6,medium,4437,4437,468.80428571428575
812,7,Hotel BD,Natal (RN),2,242.88,485.76,2020-07-16,242.88,2020,7,short,4829,4829,468.80428571428575
815,7,Hotel AU,Recife (PE),3,312.83,938.49,2020-08-06,312.83,2020,8,medium,4467,4467,468.80428571428575
817,7,Hotel BD,Natal (RN),2,242.88,485.76,2020-08-20,242.88,2020,8,short,4829,4829,468.80428571428575
819,7,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-09-03,60.39,2020,9,short,4333,4333,468.80428571428575
823,8,Hotel K,Salvador (BH),4,263.41,1053.64,2019-10-03,263.41,2019,10,medium,5094,5094,612.7375
826,8,Hotel A,Florianopolis (SC),3,313.02,939.06,2019-10-24,313.02,2019,10,medium,3330,3330,612.7375
827,8,Hotel AU,Recife (PE),4,312.83,1251.32,2019-10-31,312.83,2019,10,medium,4467,4467,612.7375
830,8,Hotel BD,Natal (RN),4,242.88,971.52,2019-11-21,242.88,2019,11,medium,4829,4829,612.7375
834,8,Hotel BP,Brasilia (DF),2,247.62,495.24,2019-12-19,247.62,2019,12,short,4437,4437,612.7375
836,8,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-01-02,139.1,2020,1,short,4828,4828,612.7375
838,8,Hotel BD,Natal (RN),1,242.88,242.88,2020-01-16,242.88,2020,1,short,4829,4829,612.7375
840,8,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-01-30,208.04,2020,1,short,4205,4205,612.7375
852,8,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-04-23,313.02,2020,4,short,3330,3330,612.7375
857,8,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-05-28,165.99,2020,5,short,5029,5029,612.7375
861,8,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-06-25,165.99,2020,6,short,5029,5029,612.7375
862,8,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-07-02,165.99,2020,7,short,5029,5029,612.7375
864,8,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-07-16,247.62,2020,7,short,4437,4437,612.7375
865,8,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-07-23,60.39,2020,7,medium,4333,4333,612.7375
869,8,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-08-20,247.62,2020,8,medium,4437,4437,612.7375
871,8,Hotel BD,Natal (RN),4,242.88,971.52,2020-09-03,242.88,2020,9,medium,4829,4829,612.7375
892,8,Hotel A,Florianopolis (SC),2,313.02,626.04,2021-01-28,313.02,2021,1,short,3330,3330,612.7375
894,8,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-02-11,247.62,2021,2,medium,4437,4437,612.7375
900,8,Hotel BD,Natal (RN),2,242.88,485.76,2021-03-25,242.88,2021,3,short,4829,4829,612.7375
904,8,Hotel AU,Recife (PE),4,312.83,1251.32,2021-04-22,312.83,2021,4,medium,4467,4467,612.7375
907,8,Hotel AU,Recife (PE),3,312.83,938.49,2021-05-13,312.83,2021,5,medium,4467,4467,612.7375
911,8,Hotel BD,Natal (RN),4,242.88,971.52,2021-06-10,242.88,2021,6,medium,4829,4829,612.7375
913,8,Hotel A,Florianopolis (SC),1,313.02,313.02,2021-06-24,313.02,2021,6,short,3330,3330,612.7375
914,8,Hotel BD,Natal (RN),3,242.88,728.64,2021-07-01,242.88,2021,7,medium,4829,4829,612.7375
917,8,Hotel BD,Natal (RN),3,242.88,728.64,2021-07-22,242.88,2021,7,medium,4829,4829,612.7375
919,8,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-08-05,60.39,2021,8,medium,4333,4333,612.7375
920,8,Hotel BD,Natal (RN),4,242.88,971.52,2021-08-12,242.88,2021,8,medium,4829,4829,612.7375
922,8,Hotel AU,Recife (PE),4,312.83,1251.32,2021-08-26,312.83,2021,8,medium,4467,4467,612.7375
923,8,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-09-02,313.02,2021,9,medium,3330,3330,612.7375
925,8,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-09-16,60.39,2021,9,short,4333,4333,612.7375
928,8,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-10-07,60.39,2021,10,short,4333,4333,612.7375
932,8,Hotel K,Salvador (BH),2,263.41,526.82,2021-11-04,263.41,2021,11,short,5094,5094,612.7375
935,8,Hotel BD,Natal (RN),3,242.88,728.64,2021-11-25,242.88,2021,11,medium,4829,4829,612.7375
938,8,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2021-12-16,139.1,2021,12,medium,4828,4828,612.7375
942,8,Hotel BW,Campo Grande (MS),1,60.39,60.39,2022-01-13,60.39,2022,1,short,4333,4333,612.7375
944,8,Hotel AU,Recife (PE),3,312.83,938.49,2022-01-27,312.83,2022,1,medium,4467,4467,612.7375
945,8,Hotel BD,Natal (RN),1,242.88,242.88,2022-02-03,242.88,2022,2,short,4829,4829,612.7375
948,8,Hotel BD,Natal (RN),4,242.88,971.52,2022-02-24,242.88,2022,2,medium,4829,4829,612.7375
950,8,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2022-03-10,139.1,2022,3,medium,4828,4828,612.7375
957,8,Hotel Z,Aracaju (SE),4,208.04,832.16,2022-04-28,208.04,2022,4,medium,4205,4205,612.7375
958,8,Hotel BD,Natal (RN),2,242.88,485.76,2022-05-05,242.88,2022,5,short,4829,4829,612.7375
962,8,Hotel AU,Recife (PE),2,312.83,625.66,2022-06-02,312.83,2022,6,short,4467,4467,612.7375
966,8,Hotel Z,Aracaju (SE),2,208.04,416.08,2022-06-30,208.04,2022,6,short,4205,4205,612.7375
967,8,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2022-07-07,165.99,2022,7,medium,5029,5029,612.7375
969,8,Hotel BW,Campo Grande (MS),2,60.39,120.78,2022-07-21,60.39,2022,7,short,4333,4333,612.7375
970,8,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2022-07-28,139.1,2022,7,short,4828,4828,612.7375
972,8,Hotel AU,Recife (PE),3,312.83,938.49,2022-08-11,312.83,2022,8,medium,4467,4467,612.7375
974,8,Hotel A,Florianopolis (SC),1,313.02,313.02,2022-08-25,313.02,2022,8,short,3330,3330,612.7375
977,8,Hotel AU,Recife (PE),4,312.83,1251.32,2022-09-15,312.83,2022,9,medium,4467,4467,612.7375
984,8,Hotel Z,Aracaju (SE),4,208.04,832.16,2022-11-03,208.04,2022,11,medium,4205,4205,612.7375
987,8,Hotel Z,Aracaju (SE),1,208.04,208.04,2022-11-24,208.04,2022,11,short,4205,4205,612.7375
988,8,Hotel K,Salvador (BH),4,263.41,1053.64,2022-12-01,263.41,2022,12,medium,5094,5094,612.7375
997,9,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-09-26,139.1,2019,9,medium,4828,4828,561.5721875
998,9,Hotel BD,Natal (RN),2,242.88,485.76,2019-10-03,242.88,2019,10,short,4829,4829,561.5721875
999,9,Hotel A,Florianopolis (SC),3,313.02,939.06,2019-10-10,313.02,2019,10,medium,3330,3330,561.5721875
1006,9,Hotel AU,Recife (PE),2,312.83,625.66,2019-11-28,312.83,2019,11,short,4467,4467,561.5721875
1007,9,Hotel Z,Aracaju (SE),2,208.04,416.08,2019-12-05,208.04,2019,12,short,4205,4205,561.5721875
1012,9,Hotel AU,Recife (PE),4,312.83,1251.32,2020-01-09,312.83,2020,1,medium,4467,4467,561.5721875
1014,9,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-01-23,60.39,2020,1,medium,4333,4333,561.5721875
1016,9,Hotel K,Salvador (BH),4,263.41,1053.64,2020-02-06,263.41,2020,2,medium,5094,5094,561.5721875
1018,9,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-02-20,60.39,2020,2,short,4333,4333,561.5721875
1025,9,Hotel K,Salvador (BH),4,263.41,1053.64,2020-04-09,263.41,2020,4,medium,5094,5094,561.5721875
1034,9,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-06-11,313.02,2020,6,short,3330,3330,561.5721875
1035,9,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-06-18,60.39,2020,6,medium,4333,4333,561.5721875
1038,9,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-07-09,247.62,2020,7,short,4437,4437,561.5721875
1041,9,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-07-30,208.04,2020,7,medium,4205,4205,561.5721875
1048,9,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-09-17,313.02,2020,9,medium,3330,3330,561.5721875
1051,9,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-10-08,139.1,2020,10,medium,4828,4828,561.5721875
1052,9,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-10-15,247.62,2020,10,medium,4437,4437,561.5721875
1053,9,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-10-22,139.1,2020,10,short,4828,4828,561.5721875
1055,9,Hotel K,Salvador (BH),3,263.41,790.23,2020-11-05,263.41,2020,11,medium,5094,5094,561.5721875
1065,9,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-01-14,165.99,2021,1,medium,5029,5029,561.5721875
1067,9,Hotel K,Salvador (BH),3,263.41,790.23,2021-01-28,263.41,2021,1,medium,5094,5094,561.5721875
1077,9,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-04-08,60.39,2021,4,short,4333,4333,561.5721875
1078,9,Hotel K,Salvador (BH),3,263.41,790.23,2021-04-15,263.41,2021,4,medium,5094,5094,561.5721875
1084,9,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-05-27,165.99,2021,5,short,5029,5029,561.5721875
1090,9,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-07-08,165.99,2021,7,medium,5029,5029,561.5721875
1091,9,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-07-15,60.39,2021,7,short,4333,4333,561.5721875
1093,9,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-07-29,60.39,2021,7,medium,4333,4333,561.5721875
1095,9,Hotel K,Salvador (BH),1,263.41,263.41,2021-08-12,263.41,2021,8,short,5094,5094,561.5721875
1096,9,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-08-19,60.39,2021,8,medium,4333,4333,561.5721875
1101,9,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-09-23,247.62,2021,9,medium,4437,4437,561.5721875
1103,9,Hotel AU,Recife (PE),4,312.83,1251.32,2021-10-07,312.83,2021,10,medium,4467,4467,561.5721875
1106,9,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-10-28,60.39,2021,10,medium,4333,4333,561.5721875
1113,10,Hotel BD,Natal (RN),1,242.88,242.88,2019-10-03,242.88,2019,10,short,4829,4829,577.1241176470588
1119,10,Hotel K,Salvador (BH),3,263.41,790.23,2019-11-14,263.41,2019,11,medium,5094,5094,577.1241176470588
1125,10,Hotel BP,Brasilia (DF),4,247.62,990.48,2019-12-26,247.62,2019,12,medium,4437,4437,577.1241176470588
1133,10,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-02-20,247.62,2020,2,medium,4437,4437,577.1241176470588
1136,10,Hotel K,Salvador (BH),2,263.41,526.82,2020-03-12,263.41,2020,3,short,5094,5094,577.1241176470588
1139,10,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-04-02,60.39,2020,4,short,4333,4333,577.1241176470588
1144,10,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-05-07,60.39,2020,5,medium,4333,4333,577.1241176470588
1150,10,Hotel K,Salvador (BH),1,263.41,263.41,2020-06-18,263.41,2020,6,short,5094,5094,577.1241176470588
1151,10,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-06-25,165.99,2020,6,medium,5029,5029,577.1241176470588
1157,10,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-08-06,247.62,2020,8,medium,4437,4437,577.1241176470588
1160,10,Hotel K,Salvador (BH),3,263.41,790.23,2020-08-27,263.41,2020,8,medium,5094,5094,577.1241176470588
1162,10,Hotel BD,Natal (RN),1,242.88,242.88,2020-09-10,242.88,2020,9,short,4829,4829,577.1241176470588
1164,10,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-09-24,60.39,2020,9,medium,4333,4333,577.1241176470588
1166,10,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-10-08,313.02,2020,10,medium,3330,3330,577.1241176470588
1167,10,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-10-15,165.99,2020,10,short,5029,5029,577.1241176470588
1173,10,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-11-26,313.02,2020,11,medium,3330,3330,577.1241176470588
1174,10,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-12-03,247.62,2020,12,short,4437,4437,577.1241176470588
1177,11,Hotel BW,Campo Grande (MS),2,60.39,120.78,2019-10-03,60.39,2019,10,short,4333,4333,545.7411111111111
1180,11,Hotel A,Florianopolis (SC),2,313.02,626.04,2019-10-24,313.02,2019,10,short,3330,3330,545.7411111111111
1183,11,Hotel BP,Brasilia (DF),4,247.62,990.48,2019-11-14,247.62,2019,11,medium,4437,4437,545.7411111111111
1184,11,Hotel K,Salvador (BH),4,263.41,1053.64,2019-11-21,263.41,2019,11,medium,5094,5094,545.7411111111111
1188,11,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2019-12-19,139.1,2019,12,short,4828,4828,545.7411111111111
1190,11,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-01-02,139.1,2020,1,short,4828,4828,545.7411111111111
1192,11,Hotel K,Salvador (BH),2,263.41,526.82,2020-01-16,263.41,2020,1,short,5094,5094,545.7411111111111
1193,11,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-01-23,165.99,2020,1,medium,5029,5029,545.7411111111111
1198,11,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-02-27,313.02,2020,2,medium,3330,3330,545.7411111111111
1201,11,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-03-19,313.02,2020,3,short,3330,3330,545.7411111111111
1202,11,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-03-26,60.39,2020,3,short,4333,4333,545.7411111111111
1204,11,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-04-09,247.62,2020,4,short,4437,4437,545.7411111111111
1209,11,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-05-14,139.1,2020,5,short,4828,4828,545.7411111111111
1213,11,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-06-11,247.62,2020,6,short,4437,4437,545.7411111111111
1220,11,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-07-30,165.99,2020,7,medium,5029,5029,545.7411111111111
1222,11,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-08-13,313.02,2020,8,short,3330,3330,545.7411111111111
1226,11,Hotel BD,Natal (RN),3,242.88,728.64,2020-09-10,242.88,2020,9,medium,4829,4829,545.7411111111111
1227,11,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-09-17,165.99,2020,9,short,5029,5029,545.7411111111111
1238,11,Hotel BD,Natal (RN),4,242.88,971.52,2020-12-03,242.88,2020,12,medium,4829,4829,545.7411111111111
1250,11,Hotel BD,Natal (RN),1,242.88,242.88,2021-02-25,242.88,2021,2,short,4829,4829,545.7411111111111
1252,11,Hotel Z,Aracaju (SE),2,208.04,416.08,2021-03-11,208.04,2021,3,short,4205,4205,545.7411111111111
1255,11,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-04-01,139.1,2021,4,short,4828,4828,545.7411111111111
1257,11,Hotel BD,Natal (RN),3,242.88,728.64,2021-04-15,242.88,2021,4,medium,4829,4829,545.7411111111111
1262,11,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2021-05-20,139.1,2021,5,medium,4828,4828,545.7411111111111
1263,11,Hotel K,Salvador (BH),4,263.41,1053.64,2021-05-27,263.41,2021,5,medium,5094,5094,545.7411111111111
1268,11,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-07-01,313.02,2021,7,medium,3330,3330,545.7411111111111
1270,11,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-07-15,165.99,2021,7,medium,5029,5029,545.7411111111111
1271,11,Hotel AU,Recife (PE),3,312.83,938.49,2021-07-22,312.83,2021,7,medium,4467,4467,545.7411111111111
1274,11,Hotel A,Florianopolis (SC),2,313.02,626.04,2021-08-12,313.02,2021,8,short,3330,3330,545.7411111111111
1276,11,Hotel A,Florianopolis (SC),1,313.02,313.02,2021-08-26,313.02,2021,8,short,3330,3330,545.7411111111111
1278,11,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-09-09,208.04,2021,9,medium,4205,4205,545.7411111111111
1280,11,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-09-23,247.62,2021,9,medium,4437,4437,545.7411111111111
1281,11,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-09-30,165.99,2021,9,medium,5029,5029,545.7411111111111
1282,11,Hotel BD,Natal (RN),4,242.88,971.52,2021-10-07,242.88,2021,10,medium,4829,4829,545.7411111111111
1283,11,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2021-10-14,139.1,2021,10,short,4828,4828,545.7411111111111
1289,11,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-11-25,139.1,2021,11,short,4828,4828,545.7411111111111
1290,11,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-12-02,208.04,2021,12,medium,4205,4205,545.7411111111111
1292,11,Hotel K,Salvador (BH),2,263.41,526.82,2021-12-16,263.41,2021,12,short,5094,5094,545.7411111111111
1294,11,Hotel K,Salvador (BH),4,263.41,1053.64,2021-12-30,263.41,2021,12,medium,5094,5094,545.7411111111111
1299,11,Hotel BD,Natal (RN),1,242.88,242.88,2022-02-03,242.88,2022,2,short,4829,4829,545.7411111111111
1301,11,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2022-02-17,165.99,2022,2,short,5029,5029,545.7411111111111
1303,11,Hotel BP,Brasilia (DF),4,247.62,990.48,2022-03-03,247.62,2022,3,medium,4437,4437,545.7411111111111
1316,11,Hotel BP,Brasilia (DF),2,247.62,495.24,2022-06-02,247.62,2022,6,short,4437,4437,545.7411111111111
1319,11,Hotel Z,Aracaju (SE),3,208.04,624.12,2022-06-23,208.04,2022,6,medium,4205,4205,545.7411111111111
1322,11,Hotel BD,Natal (RN),2,242.88,485.76,2022-07-14,242.88,2022,7,short,4829,4829,545.7411111111111
1325,11,Hotel K,Salvador (BH),3,263.41,790.23,2022-08-04,263.41,2022,8,medium,5094,5094,545.7411111111111
1327,11,Hotel A,Florianopolis (SC),3,313.02,939.06,2022-08-18,313.02,2022,8,medium,3330,3330,545.7411111111111
1328,11,Hotel BW,Campo Grande (MS),4,60.39,241.56,2022-08-25,60.39,2022,8,medium,4333,4333,545.7411111111111
1334,11,Hotel Z,Aracaju (SE),4,208.04,832.16,2022-10-06,208.04,2022,10,medium,4205,4205,545.7411111111111
1349,11,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2023-01-19,139.1,2023,1,short,4828,4828,545.7411111111111
1350,11,Hotel Z,Aracaju (SE),3,208.04,624.12,2023-01-26,208.04,2023,1,medium,4205,4205,545.7411111111111
1357,11,Hotel BW,Campo Grande (MS),1,60.39,60.39,2023-03-16,60.39,2023,3,short,4333,4333,545.7411111111111
1362,11,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2023-04-20,165.99,2023,4,short,5029,5029,545.7411111111111
1365,11,Hotel BD,Natal (RN),1,242.88,242.88,2023-05-11,242.88,2023,5,short,4829,4829,545.7411111111111
1368,12,Hotel BD,Natal (RN),1,242.88,242.88,2019-09-26,242.88,2019,9,short,4829,4829,512.8488461538461
1369,12,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2019-10-03,165.99,2019,10,medium,5029,5029,512.8488461538461
1371,12,Hotel Z,Aracaju (SE),1,208.04,208.04,2019-10-17,208.04,2019,10,short,4205,4205,512.8488461538461
1378,12,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2019-12-05,165.99,2019,12,short,5029,5029,512.8488461538461
1380,12,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2019-12-19,165.99,2019,12,medium,5029,5029,512.8488461538461
1383,12,Hotel BD,Natal (RN),4,242.88,971.52,2020-01-09,242.88,2020,1,medium,4829,4829,512.8488461538461
1388,12,Hotel AU,Recife (PE),1,312.83,312.83,2020-02-13,312.83,2020,2,short,4467,4467,512.8488461538461
1389,12,Hotel AU,Recife (PE),2,312.83,625.66,2020-02-20,312.83,2020,2,short,4467,4467,512.8488461538461
1391,12,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-03-05,165.99,2020,3,medium,5029,5029,512.8488461538461
1396,12,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-04-09,247.62,2020,4,medium,4437,4437,512.8488461538461
1397,12,Hotel K,Salvador (BH),4,263.41,1053.64,2020-04-16,263.41,2020,4,medium,5094,5094,512.8488461538461
1398,12,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-04-23,60.39,2020,4,medium,4333,4333,512.8488461538461
1400,12,Hotel K,Salvador (BH),1,263.41,263.41,2020-05-07,263.41,2020,5,short,5094,5094,512.8488461538461
1404,12,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-06-04,165.99,2020,6,medium,5029,5029,512.8488461538461
1405,12,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-06-11,139.1,2020,6,medium,4828,4828,512.8488461538461
1407,12,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-06-25,313.02,2020,6,short,3330,3330,512.8488461538461
1408,12,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-07-02,139.1,2020,7,short,4828,4828,512.8488461538461
1412,12,Hotel BD,Natal (RN),4,242.88,971.52,2020-07-30,242.88,2020,7,medium,4829,4829,512.8488461538461
1414,12,Hotel AU,Recife (PE),1,312.83,312.83,2020-08-13,312.83,2020,8,short,4467,4467,512.8488461538461
1415,12,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-08-20,313.02,2020,8,medium,3330,3330,512.8488461538461
1417,12,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-09-03,208.04,2020,9,medium,4205,4205,512.8488461538461
1420,12,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-09-24,165.99,2020,9,short,5029,5029,512.8488461538461
1425,12,Hotel AU,Recife (PE),1,312.83,312.83,2020-10-29,312.83,2020,10,short,4467,4467,512.8488461538461
1429,12,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-11-26,208.04,2020,11,medium,4205,4205,512.8488461538461
1431,12,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-12-10,139.1,2020,12,medium,4828,4828,512.8488461538461
1435,12,Hotel BD,Natal (RN),4,242.88,971.52,2021-01-07,242.88,2021,1,medium,4829,4829,512.8488461538461
1440,13,Hotel AU,Recife (PE),4,312.83,1251.32,2019-10-10,312.83,2019,10,medium,4467,4467,591.9352
1441,13,Hotel K,Salvador (BH),2,263.41,526.82,2019-10-17,263.41,2019,10,short,5094,5094,591.9352
1442,13,Hotel Z,Aracaju (SE),2,208.04,416.08,2019-10-24,208.04,2019,10,short,4205,4205,591.9352
1443,13,Hotel BP,Brasilia (DF),4,247.62,990.48,2019-10-31,247.62,2019,10,medium,4437,4437,591.9352
1444,13,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2019-11-07,165.99,2019,11,short,5029,5029,591.9352
1445,13,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2019-11-14,165.99,2019,11,short,5029,5029,591.9352
1447,13,Hotel AU,Recife (PE),2,312.83,625.66,2019-11-28,312.83,2019,11,short,4467,4467,591.9352
1453,13,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-01-09,313.02,2020,1,short,3330,3330,591.9352
1454,13,Hotel K,Salvador (BH),4,263.41,1053.64,2020-01-16,263.41,2020,1,medium,5094,5094,591.9352
1456,13,Hotel K,Salvador (BH),2,263.41,526.82,2020-01-30,263.41,2020,1,short,5094,5094,591.9352
1463,13,Hotel K,Salvador (BH),3,263.41,790.23,2020-03-19,263.41,2020,3,medium,5094,5094,591.9352
1466,13,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-04-09,139.1,2020,4,medium,4828,4828,591.9352
1470,13,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-05-07,60.39,2020,5,short,4333,4333,591.9352
1476,13,Hotel K,Salvador (BH),4,263.41,1053.64,2020-06-18,263.41,2020,6,medium,5094,5094,591.9352
1479,13,Hotel AU,Recife (PE),2,312.83,625.66,2020-07-09,312.83,2020,7,short,4467,4467,591.9352
1482,13,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-07-30,60.39,2020,7,medium,4333,4333,591.9352
1483,13,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-08-06,165.99,2020,8,short,5029,5029,591.9352
1495,13,Hotel BD,Natal (RN),4,242.88,971.52,2020-10-29,242.88,2020,10,medium,4829,4829,591.9352
1496,13,Hotel K,Salvador (BH),3,263.41,790.23,2020-11-05,263.41,2020,11,medium,5094,5094,591.9352
1499,13,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-11-26,313.02,2020,11,short,3330,3330,591.9352
